$ jstat -gc 120596 1000 1000
 S0C    S1C    S0U    S1U      EC       EU        OC         OU       MC     MU    CCSC   CCSU   YGC     YGCT    FGC    FGCT     GCT
10240.0 10240.0  0.0   1422.9 81920.0  67130.7   102400.0     0.0     4864.0 3996.8 512.0  446.8       5    0.014   0      0.000    0.014
10240.0 10240.0  0.0   1422.9 81920.0  72286.9   102400.0     0.0     4864.0 3996.8 512.0  446.8       5    0.014   0      0.000    0.014
10240.0 10240.0  0.0   1422.9 81920.0  77443.1   102400.0     0.0     4864.0 3996.8 512.0  446.8       5    0.014   0      0.000    0.014
10240.0 10240.0  0.0   1422.9 81920.0  80880.5   102400.0     0.0     4864.0 3996.8 512.0  446.8       5    0.014   0      0.000    0.014
10240.0 10240.0 1655.5  0.0   81920.0   5264.1   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  10428.2   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  15592.3   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  20756.4   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  25920.5   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  29363.3   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  34527.4   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  41012.8   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  45876.8   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  50740.9   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  55604.9   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  60469.0   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  65333.0   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  70197.1   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  75061.1   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0 1655.5  0.0   81920.0  81546.6   102400.0     0.0     4864.0 3996.8 512.0  446.8       6    0.017   0      0.000    0.017
10240.0 10240.0  0.0   1622.0 81920.0   3227.6   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0   8655.5   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  13537.4   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  18419.4   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  24928.7   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  29810.6   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  34692.6   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  39574.6   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  44456.5   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  49338.5   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  54220.5   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  59102.4   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  65611.7   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  70493.7   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  75375.6   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0  0.0   1622.0 81920.0  80257.6   102400.0     0.0     4864.0 3997.2 512.0  446.8       7    0.018   0      0.000    0.018
10240.0 10240.0 1578.1  0.0   81920.0   2631.4   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0   7632.1   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  12632.9   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  17633.7   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  24127.5   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  29021.1   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  33914.7   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  38808.3   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  43701.9   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  48595.5   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  53489.0   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  58382.6   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  64907.4   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  69801.0   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  74694.6   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0 1578.1  0.0   81920.0  79588.2   102400.0     0.0     4864.0 3997.2 512.0  446.8       8    0.021   0      0.000    0.021
10240.0 10240.0  0.0   1828.4 81920.0   1933.8   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0   6934.5   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  11935.3   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  16936.1   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  21936.9   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  26937.7   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  32038.9   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  38573.7   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  43474.9   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  48376.0   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  53277.2   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  58178.4   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  63079.5   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  67980.7   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  72881.8   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0  0.0   1828.4 81920.0  79416.7   102400.0     0.0     4864.0 3997.2 512.0  446.8       9    0.023   0      0.000    0.023
10240.0 10240.0 1197.1  0.0   81920.0   1732.5   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0   6233.2   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  11234.0   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  16234.8   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  21235.6   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  26600.9   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  31498.4   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  38028.4   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  42925.9   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  47823.4   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  52720.9   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  57618.4   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  62515.9   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  67413.4   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  72310.9   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0 1197.1  0.0   81920.0  78840.9   102400.0     0.0     4864.0 3997.2 512.0  446.8      10    0.026   0      0.000    0.026
10240.0 10240.0  0.0   1579.8 81920.0   1733.1   102400.0     0.0     4864.0 3997.2 512.0  446.8      11    0.028   0      0.000    0.028
10240.0 10240.0  0.0   1579.8 81920.0   5533.7   102400.0     0.0     4864.0 3997.2 512.0  446.8      11    0.028   0      0.000    0.028
10240.0 10240.0  0.0   1579.8 81920.0  10534.5   102400.0     0.0     4864.0 3997.2 512.0  446.8      11    0.028   0      0.000    0.028
10240.0 10240.0  0.0   1579.8 81920.0  15535.3   102400.0     0.0     4864.0 3997.2 512.0  446.8      11    0.028   0      0.000    0.028
10240.0 10240.0  0.0   1579.8 81920.0  20536.1   102400.0     0.0     4864.0 3997.2 512.0  446.8      11    0.028   0      0.000    0.028
10240.0 10240.0  0.0   1579.8 81920.0  26869.9   102400.0     0.0     4864.0 3997.2 512.0  446.8      11    0.028   0      0.000    0.028
